,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
673,9:23.39,Parul CHAUDHARY,IND,"Stade de France, Paris (FRA)",04 AUG 2024,1185,3000m Steeple
674,9:24.42,Kristlin GEAR,USA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182,3000m Steeple
675,9:24.43,Aneta KONIECZEK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1182,3000m Steeple
676,9:25.25,Angelina ELLIS,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1180,3000m Steeple
677,9:25.53,Firehiwot GESESE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1180,3000m Steeple
678,9:25.69,Yekaterina IVONINA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1179,3000m Steeple
679,9:26.12,Regan YEE,CAN,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1178,3000m Steeple
680,9:26.23,Logan JOLLY,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1178,3000m Steeple
681,9:26.61,Kinga KRÓLIK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1177,3000m Steeple
682,9:26.83,Chiara SCHERRER,SUI,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1176,3000m Steeple
683,9:26.85,Amy CASHIN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1176,3000m Steeple
684,9:27.26,Aimee PRATT,GBR,"Stade de France, Paris (FRA)",04 AUG 2024,1175,3000m Steeple
685,9:27.70,Flavie RENOUARD,FRA,"Stade de France, Paris (FRA)",04 AUG 2024,1174,3000m Steeple
686,9:28.17,Gracie HYDE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1173,3000m Steeple
687,9:28.49,Elise THORNER,GBR,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1172,3000m Steeple
688,9:28.72,Cara FEAIN-RYAN,AUS,"Stade de France, Paris (FRA)",04 AUG 2024,1172,3000m Steeple
689,9:28.88,Pamela KOSGEI,KEN,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1171,3000m Steeple
690,9:28.99,Emilia LILLEMO,SWE,"Rimnersvallen, Uddevalla (SWE)",28 JUN 2024,1171,3000m Steeple
691,9:29.07,Kayley DELAY,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1171,3000m Steeple
692,9:29.84,Diana CHEPKEMOI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1169,3000m Steeple
693,9:29.86,Belén CASETTA,ARG,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1169,3000m Steeple
694,9:31.29,Adva COHEN,ISR,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1165,3000m Steeple
695,9:31.59,Simone FERRAZ,BRA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1165,3000m Steeple
696,9:32.75,Aude CLAVIER,FRA,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1162,3000m Steeple
697,9:32.83,Ikram OUAAZIZ,MAR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1161,3000m Steeple
698,9:32.93,Sümeyye EROL,TUR,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1161,3000m Steeple
699,9:33.54,Anna TROPINA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1160,3000m Steeple
700,9:33.96,Tatiane Raquel DA SILVA,BRA,"Stade de France, Paris (FRA)",04 AUG 2024,1159,3000m Steeple
701,9:34.62,Linn SÖDERHOLM,SWE,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1157,3000m Steeple
702,9:34.82,Janette SCHRAFT,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1157,3000m Steeple
703,9:35.19,Alemnat WALLE,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1156,3000m Steeple
704,9:35.21,Blanca FERNÁNDEZ,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1156,3000m Steeple
705,9:35.56,Greta KARINAUSKAITĖ,LTU,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1155,3000m Steeple
706,9:35.67,Laura TABORDA,POR,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1154,3000m Steeple
707,9:35.94,Nataliya STREBKOVA,UKR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1154,3000m Steeple
708,9:36.33,Leah JERUTO,KEN,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1153,3000m Steeple
709,9:36.56,Derya KUNUR,TUR,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1152,3000m Steeple
710,9:36.91,Shuangshuang XU,CHN,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1151,3000m Steeple
711,9:37.19,Anastasiya KRASILNIKOVA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1151,3000m Steeple
712,9:38.71,Tuğba GÜVENÇ,TUR,"The TF Complex at Mylan Park, Morgantown, WV (USA)",27 APR 2024,1147,3000m Steeple
713,9:38.94,Ruken TEK,TUR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1146,3000m Steeple
714,9:39.62,Grace FETHERSTONHAUGH,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1145,3000m Steeple
715,9:39.97,Rihab DHAHRI,TUN,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1144,3000m Steeple
716,9:40.10,Hirut MESHESHA,ETH,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1144,3000m Steeple
717,9:40.49,Katherine THRONSON,USA,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1143,3000m Steeple
718,9:40.54,Sophie NOVAK,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1142,3000m Steeple
719,9:40.65,Meseret YESHANEH,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1142,3000m Steeple
720,9:41.00,Judi JONES,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1141,3000m Steeple
721,9:41.11,Stella RADFORD,AUS,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1141,3000m Steeple
722,9:41.25,Jessica FURLAN,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1141,3000m Steeple
723,9:41.68,Tatsiana SHABANAVA,BLR,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1140,3000m Steeple
724,9:41.70,Juliane HVID,DEN,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1140,3000m Steeple
725,9:41.8h,Milkitu MULETA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1139,3000m Steeple
726,9:42.09,Patrycja KAPAŁA,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 JUN 2024,1139,3000m Steeple
727,9:42.22,Karrie BALOGA,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1138,3000m Steeple
728,9:42.26,Carmen GRAVES,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",31 MAY 2024,1138,3000m Steeple
729,9:43.05,Caren CHEBET,KEN,"Nyayo National Stadium, Nairobi (KEN)",06 MAR 2024,1136,3000m Steeple
730,9:43.3h,Kena TUFA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1136,3000m Steeple
731,9:43.31,Eline DALEMANS,BEL,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1136,3000m Steeple
732,9:44.20,Laura MAASIK,EST,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1133,3000m Steeple
733,9:44.36,Julia SAMUELSSON,SWE,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1133,3000m Steeple
734,9:44.4h,Aleminat WAL,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1133,3000m Steeple
735,9:44.82,. PRITI,IND,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1132,3000m Steeple
736,9:44.85,Irene VAN DER REIJKEN,NED,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1132,3000m Steeple
737,9:45.01,Zita URBÁN,HUN,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1131,3000m Steeple
738,9:45.08,Mercy Wanjiru GITAHI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1131,3000m Steeple
739,9:45.19,Veerle BAKKER,NED,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1131,3000m Steeple
740,9:45.35,Andreea STAVILA,MDA,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1131,3000m Steeple
741,9:45.46,Stevie LAWRENCE-WRIST,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1130,3000m Steeple
742,9:45.52,Brielle ERBACHER,AUS,"SA Athletic Stadium, Adelaide (AUS)",12 APR 2024,1130,3000m Steeple
743,9:45.77,Reimi YOSHIMURA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1130,3000m Steeple
744,9:46.17,Lena MILLONIG,AUT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1129,3000m Steeple
745,9:46.17,Linda WREDE,GER,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1129,3000m Steeple
746,9:46.93,Michelle FINN,IRL,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1127,3000m Steeple
747,9:47.47,Elena BURKARD,GER,"LAZ Wien, Wien (AUT)",22 JUN 2024,1125,3000m Steeple
748,9:47.47,Nancy CHEPKWURUI,UGA,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1125,3000m Steeple
749,9:47.76,Miu SAITOU,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1125,3000m Steeple
750,9:48.1h,Balemlay SHUMET,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1124,3000m Steeple
751,9:48.16,Manami NISHIYAMA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1124,3000m Steeple
752,9:48.22,Katelyn STEWART-BARNETT,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1124,3000m Steeple
753,9:48.39,Taylor LOVELL,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1123,3000m Steeple
754,9:48.82,Madison NEUNER,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1122,3000m Steeple
755,9:49.08,Colett RAMPF,USA,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1122,3000m Steeple
756,9:49.11,Adia BUDDE,GER,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1121,3000m Steeple
757,9:49.54,Calli DOAN,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1120,3000m Steeple
758,9:49.59,Kristel VAN DEN BERG,NED,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1120,3000m Steeple
759,9:49.88,Sarah TAIT,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1120,3000m Steeple
760,9:50.30,Sharon CHEPKEMOI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1119,3000m Steeple
761,9:50.54,Dana KLEIN,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1118,3000m Steeple
762,9:50.86,Eleonora CURTABBI,ITA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1117,3000m Steeple
763,9:51.01,Purity KIRUI,KEN,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1117,3000m Steeple
764,9:51.28,Kiana GIBSON,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1116,3000m Steeple
765,9:51.64,Marta SERRANO,ESP,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1115,3000m Steeple
766,9:51.65,Judy CHEPKOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1115,3000m Steeple
767,9:52.36,Leila HADJI,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1114,3000m Steeple
768,9:52.41,Georgia WINKCUP,AUS,"SA Athletic Stadium, Adelaide (AUS)",12 APR 2024,1113,3000m Steeple
769,9:52.69,Lydia OLIVERE,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1113,3000m Steeple
770,9:52.84,Karolína JAROŠOVÁ,CZE,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1112,3000m Steeple
771,9:53.05,Poppy TANK,GBR,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1112,3000m Steeple
772,9:53.5h,Zeritu DABA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1111,3000m Steeple
773,9:53.51,Emma TAVELLA,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1111,3000m Steeple
774,9:54.00,Tigest Getent MEKONEN,BRN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1110,3000m Steeple
775,9:54.08,Angelina NAPOLEON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1109,3000m Steeple
776,9:54.44,Elena CAREY,GBR,"Griswold Stadium, Portland, OR (USA)",04 MAY 2024,1109,3000m Steeple
777,9:54.53,Zoie DUNDON,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1108,3000m Steeple
778,9:54.66,Ava O'CONNOR,IRL,"Griswold Stadium, Portland, OR (USA)",04 MAY 2024,1108,3000m Steeple
779,9:54.78,Emily PAUPORE,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1108,3000m Steeple
780,9:54.81,Ebba CRONHOLM,SWE,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1108,3000m Steeple
781,9:54.82,Wosane Asefa MANGISTU,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1108,3000m Steeple
782,9:54.90,Panpan WANG,CHN,"Sports Center, Quzhou (CHN)",15 SEP 2024,1107,3000m Steeple
783,9:55.15,Sila BAYIR,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",29 JUN 2024,1107,3000m Steeple
784,9:55.49,Floriane QUESADA,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1106,3000m Steeple
785,9:55.5h,Alemaz YUHANIS,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1106,3000m Steeple
786,9:55.6h,Wesene ASSEFA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1106,3000m Steeple
787,9:55.95,Agnieszka CHORZĘPA,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 JUN 2024,1105,3000m Steeple
788,9:56.23,Kayla SCHIERA,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1104,3000m Steeple
789,9:56.44,Jenna MELANSON,CAN,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1104,3000m Steeple
790,9:56.49,Xia LUO,CHN,"HOC Stadium, Hangzhou (CHN)",14 APR 2024,1104,3000m Steeple
791,9:56.60,Xinyan ZHANG,CHN,"Sports Center, Quzhou (CHN)",15 SEP 2024,1103,3000m Steeple
792,9:56.68,Emma GEE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1103,3000m Steeple
793,9:56.74,Silvia OGGIONI,ITA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1103,3000m Steeple
794,9:56.84,Bizunesh GETAHUN,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1103,3000m Steeple
795,9:56.99,Katie CLUTE,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1102,3000m Steeple
796,9:57.04,Ayana YAMASHITA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1102,3000m Steeple
797,9:57.05,Lauren HALL,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1102,3000m Steeple
798,9:57.29,Shirley LANG,SUI,"Stadion Buchholz, Uster (SUI)",24 MAY 2024,1102,3000m Steeple
799,9:57.52,Meredith RIZZO,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1101,3000m Steeple
800,9:57.94,Olivia MORGANTI,USA,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1100,3000m Steeple
801,14:09.52,Beatrice CHEBET,KEN,"Letzigrund, Zürich (SUI)",05 SEP 2024,1263,5000m
802,14:18.76,Tsigie GEBRESELAMA,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1244,5000m
803,14:18.92,Ejgayehu TAYE,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1244,5000m
804,14:20.61,Freweyni HAILU,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,5000m
805,14:21.89,Medina EISA,ETH,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1238,5000m
806,14:22.76,Aynadis MEBRATU,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1236,5000m
807,14:23.71,Birke HAYLOM,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1234,5000m
808,14:28.53,Fotyen TESFAY,ETH,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1225,5000m
809,14:29.60,Faith KIPYEGON,KEN,"Stade de France, Paris (FRA)",05 AUG 2024,1223,5000m
810,14:30.14,Caroline NYAGA,KEN,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1222,5000m
811,14:30.61,Sifan HASSAN,NED,"Stade de France, Paris (FRA)",05 AUG 2024,1221,5000m
812,14:31.64,Nadia BATTOCLETTI,ITA,"Stade de France, Paris (FRA)",05 AUG 2024,1219,5000m
813,14:31.88,Nozomi TANAKA,JPN,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1218,5000m
814,14:32.23,Margaret Chelimo KIPKEMBOI,KEN,"Stade de France, Paris (FRA)",05 AUG 2024,1217,5000m
815,14:33.44,Hirut MESHESHA,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1215,5000m
816,14:34.12,Elle ST. PIERRE,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1214,5000m
817,14:35.27,Fantaye BELAYNEH,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1211,5000m
818,14:35.43,Weini KELATI FREZGHI,USA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1211,5000m
819,14:35.64,Edinah JEBITOK,KEN,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1211,5000m
820,14:36.59,Joselyn Daniely BREA,VEN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1209,5000m
821,14:36.65,Melknat WUDU,ETH,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1209,5000m
822,14:36.70,Mekedes ALEMESHETE,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1209,5000m
823,14:36.86,Ayal DAGNACHEW,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1208,5000m
824,14:36.88,Karissa SCHWEIZER,USA,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1208,5000m
825,14:37.13,Letesenbet GIDEY,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1208,5000m
826,14:37.28,Wubrist ASCHAL,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1207,5000m
827,14:37.38,Senayet GETACHEW,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1207,5000m
828,14:38.62,Karoline Bjerkeli GRØVDAL,NOR,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1205,5000m
829,14:38.73,Asayech AYICHEW,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1205,5000m
830,14:39.49,Margaret AKIDOR,KEN,"Stade Louis II, Monaco (MON)",12 JUL 2024,1203,5000m
831,14:39.61,Marta ALEMAYO,ETH,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1203,5000m
832,14:40.16,Likina AMEBAW,ETH,"LAZ Wien, Wien (AUT)",22 JUN 2024,1202,5000m
833,14:40.36,Elise CRANNY,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1201,5000m
834,14:41.65,Rose DAVIES,AUS,"National Stadium, Tokyo (JPN)",19 MAY 2024,1199,5000m
835,14:41.99,Winfred YAVI,BRN,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1198,5000m
836,14:42.77,Francine NIYOMUKUNZI,BDI,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1197,5000m
837,14:43.24,Megan KEITH,GBR,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1196,5000m
838,14:44.04,Marta GARCÍA,ESP,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1194,5000m
839,14:44.46,Maureen KOSTER,NED,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1193,5000m
840,14:44.72,Nathalie BLOMQVIST,FIN,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1193,5000m
841,14:45.21,Gudaf TSEGAY,ETH,"Stade de France, Paris (FRA)",05 AUG 2024,1192,5000m
842,14:45.51,Janeth CHEPNGETICH,KEN,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1191,5000m
843,14:46.51,Josette ANDREWS,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1214,5000m
844,14:46.77,Girmawit GEBRZIHAIR,ETH,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1189,5000m
845,14:47.74,Gela HAMBESE,ETH,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1187,5000m
846,14:47.78,Yenawa NBRET,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1187,5000m
847,14:49.00,Samiyah HASSAN NOUR,DJI,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1184,5000m
848,14:49.21,Agnes Mwikali MUTUKU,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1184,5000m
849,14:49.75,Isobel BATT-DOYLE,AUS,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1183,5000m
850,14:49.78,Courtney WAYMENT,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1208,5000m
851,14:50.00,Nelvin JEPKEMBOI,KEN,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1182,5000m
852,14:51.44,Parker VALBY,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1180,5000m
853,14:52.65,Hannah NUTTALL,GBR,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1177,5000m
854,14:53.15,Bosena MULATIE,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1176,5000m
855,14:53.57,Whittni MORGAN,USA,"Stade de France, Paris (FRA)",05 AUG 2024,1176,5000m
856,14:54.15,Sarah CHELANGAT,UGA,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1174,5000m
857,14:54.16,Birtukan MOLLA,ETH,"LAZ Wien, Wien (AUT)",22 JUN 2024,1174,5000m
858,14:55.35,Susan Lokayo EJORE,KEN,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1172,5000m
859,14:55.97,Lilian Kasait RENGERUK,KEN,"Stade Louis II, Monaco (MON)",12 JUL 2024,1171,5000m
860,14:57.05,Caroline KARIBA,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1169,5000m
861,14:57.17,Gete ALEMAYEHU,ETH,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1169,5000m
862,14:57.67,Lauren RYAN,AUS,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1168,5000m
863,14:58.28,Hanna KLEIN,GER,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1166,5000m
864,14:58.39,Ella DONAGHU,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1166,5000m
865,14:58.46,Lomi MULETA,ETH,"LAZ Wien, Wien (AUT)",22 JUN 2024,1166,5000m
866,14:58.59,Maureen JEPKOECH,KEN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1166,5000m
867,14:59.19,Robe DIDA,ETH,"LAZ Wien, Wien (AUT)",22 JUN 2024,1165,5000m
868,14:59.63,Izzy FRY,GBR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1164,5000m
869,14:59.84,Jenny BLUNDELL,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1163,5000m
870,15:00.05,Federica DEL BUONO,ITA,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1163,5000m
871,15:00.18,Esther CHEBET,UGA,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1163,5000m
872,15:00.92,Hellen Ekalale LOBUN,KEN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1161,5000m
873,15:01.06,Courtney FRERICHS,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1185,5000m
874,15:01.10,Grace Loibach NAWOWUNA,KEN,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1161,5000m
875,15:01.25,Janeth Nyiva MUTUNGI,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1161,5000m
876,15:01.27,Belinda CHEMUTAI,UGA,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1161,5000m
877,15:01.51,Esther MUTHONI,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1160,5000m
878,15:01.75,Allie BUCHALSKI,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1160,5000m
879,15:01.80,Diana CHEROTICH,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1160,5000m
880,15:01.84,Regan YEE,CAN,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1159,5000m
881,15:02.30,Joy CHEPTOYEK,UGA,"Nyayo National Stadium, Nairobi (KEN)",14 JUN 2024,1159,5000m
882,15:02.56,Sarah MADELEINE,FRA,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1158,5000m
883,15:02.89,Lexy HALLADAY,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1157,5000m
884,15:03.14,Elly HENES,USA,"Heinz-Steyer-Stadion, Dresden (GER)",30 AUG 2024,1157,5000m
885,15:03.17,Abby NICHOLS,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1157,5000m
886,15:03.24,Rachel SMITH,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1157,5000m
887,15:03.48,Natalie RULE,AUS,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1156,5000m
888,15:03.78,Faith CHEROTICH,KEN,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1156,5000m
889,15:03.82,Teresiah Muthoni GATERI,KEN,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1156,5000m
890,15:03.85,Klara LUKAN,SLO,"LAZ Wien, Wien (AUT)",22 JUN 2024,1156,5000m
891,15:04.71,Doris LEMNGOLE,KEN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1178,5000m
