,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
192,2:02.06,Honour FINLEY,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1126,800m,NA,NA,NA,NA
193,2:02.07,Taiya SHELBY,USA,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1125,800m,NA,NA,NA,NA
194,2:02.09,Gena LÖFSTRAND,RSA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1125,800m,58991839,10,4,Public
195,2:02.15,Anastasiya MADYSHEVA,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1124,800m,NA,NA,NA,NA
196,2:02.17,Kate JENDREZAK,USA,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1124,800m,125399393,27,1,Public
197,2:02.17,Sylivia Chematui CHESEBE,KEN,"Nyayo National Stadium, Nairobi (KEN)",14 JUN 2024,1124,800m,NA,NA,NA,NA
198,2:02.18,Vanessa SCAUNET,BEL,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1124,800m,NA,NA,NA,NA
199,2:02.19,Sydney STEELY,USA,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1123,800m,27064583,2447,33,Public
200,2:02.19,Julia JAGUŚCIK,POL,"Forest Stadium, Sopot (POL)",16 JUN 2024,1123,800m,111373106,1044,32,Public
201,2:02.20,Maggi CONGDON,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",10 FEB 2024,1123,800m,25515989,947,54,Private
202,2:02.23,Olivia HOWELL,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1123,800m,11879442,14,10,Private
203,2:02.26,Stavri FILIPPOU,CYP,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1122,800m,NA,NA,NA,NA
204,2:02.27,Elena Mirela LAVRIC,ROU,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1122,800m,NA,NA,NA,NA
205,2:02.31,Bianka KÉRI,HUN,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1121,800m,NA,NA,NA,NA
206,2:02.36,Smilla KOLBE,GER,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1120,800m,131518428,65,0,Private
207,2:02.39,Lindsey BUTLER,USA,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1147,800m,126356583,559,179,Public
208,2:02.39,Skylyn WEBB,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1120,800m,48012977,0,0,Public
209,2:02.39,Kelsey SCHWEIZER,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1120,800m,44586400,1356,15,Private
210,2:02.39,Ai WATANABE,JPN,"Sunrise Park, Saga (JPN)",15 OCT 2024,1120,800m,77923643,7,196,Public
211,2:02.42,Malin Ingeborg NYFORS,NOR,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1119,800m,112145544,0,0,Public
212,2:02.46,Ainsley ERZEN,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1145,800m,63923399,71,0,Public
213,2:02.46,Aaliyah MILLER,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1119,800m,42186430,0,12,Public
214,2:02.46,Kristiina SASÍNEK MÄKI,CZE,"Forest Stadium, Sopot (POL)",16 JUN 2024,1119,800m,NA,NA,NA,NA
215,2:02.47,Águeda MARQUÉS,ESP,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1118,800m,11997629,0,0,Public
216,2:02.48,Marina MARTÍNEZ,ESP,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1118,800m,2270227,296,113,Public
217,2:02.50,Aaliyah MOORE,GUY,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1118,800m,140312023,0,0,Private
218,2:02.51,Esther GUERRERO,ESP,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1118,800m,20927163,2012,71,Private
219,2:02.54,Susan ANENO,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1117,800m,88669086,0,0,Public
220,2:02.54,Khadija BENKASSEM,MAR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1117,800m,NA,NA,NA,NA
221,2:02.55,Aleksandra PŁOCIŃSKA,POL,"Forest Stadium, Sopot (POL)",16 JUN 2024,1117,800m,NA,NA,NA,NA
222,2:02.55,Emma DAGENAIS,CAN,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1117,800m,59997947,53,8,Private
223,2:02.56,Yekaterina RENZHINA,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1117,800m,NA,NA,NA,NA
224,2:02.57,Alina KUCHERENKO,RUS,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1117,800m,NA,NA,NA,NA
225,2:02.57,Pelageya DYACHKOVSKAYA,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1117,800m,NA,NA,NA,NA
226,2:02.59,Kassidy JOHNSON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1116,800m,95757358,1456,31,Private
227,2:02.59,Veronika SADEK,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1116,800m,52160022,570,8,Public
228,2:02.59,Shanie LANDEN,ISR,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1116,800m,NA,NA,NA,NA
229,2:02.63,Billah JEPKIRUI,KEN,"John McDonnell Field, Fayetteville, AR (USA)",03 MAY 2024,1116,800m,119701400,0,0,Public
230,2:02.64,Molly SUGHROUE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,800m,49963745,0,0,Public
231,2:02.65,Mallory LINDAMAN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,800m,NA,NA,NA,NA
232,2:02.66,Nele WEßEL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1115,800m,53746095,0,5,Public
233,2:02.67,Jennie HAUKE,GER,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1115,800m,NA,NA,NA,NA
234,2:02.67,Priscilla VAN OORSCHOT,NED,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1115,800m,57771380,0,8,Public
235,2:02.68,Nora HAUGEN,NOR,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1115,800m,75485129,17,6,Public
236,2:02.69,Ngalula Gloria KABANGU,ITA,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1115,800m,NA,NA,NA,NA
237,2:02.69,Eleonora VANDI,ITA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1115,800m,NA,NA,NA,NA
238,2:02.69,Charlotte DUMAS,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1115,800m,93817029,467,180,Private
239,2:02.70,Taryn PARKS,USA,"Morris Williams T&F Stadium, Durham, NC (USA)",12 APR 2024,1114,800m,88204823,0,0,Public
240,2:02.70,Emma KELLEY,USA,"Billy Hayes T& F Complex, Bloomington, IN (USA)",03 MAY 2024,1114,800m,105498989,475,27,Public
241,2:02.74,Mariska PAREWYCK,BEL,"Piste Olympique Adeps de Jambes, Jambes (BEL)",17 AUG 2024,1114,800m,40806845,1093,46,Public
242,2:02.75,Sarah Jane UNDERWOOD,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",10 MAY 2024,1114,800m,NA,NA,NA,NA
243,2:02.75,Chrisann GORDON-POWELL,JAM,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1114,800m,NA,NA,NA,NA
244,2:02.75,Martina ESCUDERO,ARG,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1114,800m,89385282,13,0,Public
245,2:02.76,Bethan MORLEY,GBR,"Paula Radcliffe Stadium, Loughborough (GBR)",22 JUN 2024,1113,800m,19562651,80,1,Public
246,2:02.77,Bregje SLOOT,NED,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1113,800m,20452038,315,15,Private
247,2:02.79,Charlotte TOMKINSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1113,800m,16780069,2091,273,Private
248,2:02.80,Joceline WIND,SUI,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1113,800m,NA,NA,NA,NA
249,2:02.82,Veera MATTILA,FIN,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1112,800m,22476840,0,0,Public
250,2:02.83,Flomena ASEKOL,KEN,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1112,800m,NA,NA,NA,NA
251,2:02.83,Līga VELVERE,LAT,"Paula Radcliffe Stadium, Loughborough (GBR)",22 JUN 2024,1112,800m,49350548,0,0,Public
252,2:02.86,Bailey GOGGANS,USA,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1112,800m,41446833,144,3,Public
253,2:02.87,Shaikira KING,GBR,"Mary Peters Track, Belfast (GBR)",15 JUN 2024,1111,800m,76966740,0,1,Public
254,2:02.88,Marie Celie WARNEKE,GER,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1111,800m,NA,NA,NA,NA
255,2:02.89,Christine MANCINI,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1111,800m,66855825,1171,2,Private
256,2:02.89,Presley WEEMS,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1111,800m,27454594,1841,88,Private
257,2:02.90,Elise CRANNY,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1111,800m,116845991,120,0,Private
258,2:02.90,Milena KORBUT,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1111,800m,NA,NA,NA,NA
259,2:02.91,Weronika LIZAKOWSKA,POL,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1111,800m,130203267,0,0,Public
260,2:02.92,Tanja SPILL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1111,800m,34058082,2795,279,Public
261,2:02.93,Lyla BELSHAW,GBR,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1110,800m,50469937,463,0,Private
262,2:02.94,Maria FREIJ,SWE,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1110,800m,6591420,0,0,Private
263,2:02.97,Agathe DELAHOUTRE,FRA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1110,800m,48454776,2005,2,Public
264,2:02.98,Brooke FELDMEIER,USA,"Lakeside Stadium, Melbourne (AUS)",15 FEB 2024,1110,800m,48480574,0,0,Private
265,2:02.99,Ksanet ALEM,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1109,800m,NA,NA,NA,NA
266,2:03.00,Lorena RANGEL BATRES,MEX,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1109,800m,NA,NA,NA,NA
267,2:03.03,Anna KRASILNIKOVA,RUS,"Stadium Desna, Bryansk (RUS)",20 JUL 2024,1109,800m,61941578,0,3,Public
268,2:03.04,Vera HOFFMANN,LUX,"Coque Sport Center, Luxembourg (LUX) (i)",18 FEB 2024,1136,800m,95339767,261,21,Private
269,2:03.05,Kiara CARTER,USA,"Vanderbilt Track, Nashville, TN (USA)",27 APR 2024,1108,800m,1937440,0,7,Public
270,2:03.08,Svetlana APLACHKINA,RUS,"Olympic Stadium, Cheboksary (RUS)",07 JUL 2024,1108,800m,29862838,4119,29,Public
271,2:03.09,Aurore FLEURY,FRA,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 JUN 2024,1108,800m,27365281,1034,57,Public
272,2:03.10,Oksana DOLYNCHUK,UKR,"Forest Stadium, Sopot (POL)",16 JUN 2024,1107,800m,96119095,922,0,Public
273,2:03.11,Twinkle CHAUDHARY,IND,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1107,800m,113929372,0,0,Public
274,2:03.11,Aleksandra GULYAYEVA,RUS,"Olympic Stadium, Cheboksary (RUS)",07 JUL 2024,1107,800m,NA,NA,NA,NA
275,2:03.15,Aviwe HOBOLOSHE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1107,800m,NA,NA,NA,NA
276,2:03.15,Addy TOWNSEND,CAN,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2024,1107,800m,95547154,7,3,Private
277,2:03.15,Varvara ZIMINA,RUS,"Stadium Desna, Bryansk (RUS)",19 JUL 2024,1107,800m,NA,NA,NA,NA
278,2:03.16,Yekaterina SAMUYLOVA,RUS,"LFK CSKA, Moskva (RUS) (i)",23 FEB 2024,1134,800m,NA,NA,NA,NA
279,2:03.16,Narimane AMARA,ALG,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1106,800m,NA,NA,NA,NA
280,2:03.18,Tuğba TOPTAŞ,TUR,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1106,800m,NA,NA,NA,NA
281,2:03.18,Bronwyn PATTERSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1106,800m,64537296,1608,29,Private
282,2:03.18,Janet JEPKEMOI,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1106,800m,NA,NA,NA,NA
283,2:03.20,Marta MITJANS,ESP,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1106,800m,57245900,0,0,Public
284,2:03.20,Lorenza DE NONI,ITA,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1106,800m,NA,NA,NA,NA
285,2:03.21,Ella NELSON,USA,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1106,800m,561253,81,5,Private
286,2:03.22,Avery PEARSON,CAN,"Foote Field, Edmonton (CAN)",13 JUN 2024,1105,800m,106218983,0,4,Public
287,2:03.22,Georgie HARTIGAN,IRL,"LAZ Wien, Wien (AUT)",22 JUN 2024,1105,800m,56507264,157,1,Private
288,2:03.23,Samantha FRIBORG,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1105,800m,NA,NA,NA,NA
289,2:03.23,Federica PANSINI,ITA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1105,800m,60023935,0,0,Public
290,2:03.24,Alli BOOKIN-NOSBISCH,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1105,800m,NA,NA,NA,NA
291,2:03.24,Mweni KALIMI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1105,800m,NA,NA,NA,NA
292,2:03.25,Tess KIRSOPP-COLE,AUS,"AIS Athletics Track, Canberra (AUS)",26 JAN 2024,1105,800m,66613106,0,1,Public
293,2:03.25,Gemma FINCH,GBR,"Centro Sportivo G. Olmo-P. Ferro, Celle Ligure (ITA)",17 JUL 2024,1105,800m,52394025,15,12,Private
294,2:03.25,Winnie NANYONDO,UGA,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1105,800m,NA,NA,NA,NA
295,2:03.26,Yuri NISHIDA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 SEP 2024,1105,800m,33754354,0,0,Public
296,2:03.28,Veera PERÄLÄ,FIN,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1104,800m,NA,NA,NA,NA
297,2:03.29,Yana PEREPELITSA,RUS,"LFK CSKA, Moskva (RUS) (i)",23 FEB 2024,1132,800m,NA,NA,NA,NA
298,2:03.30,Fina DUBE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1104,800m,63521757,0,0,Public
299,2:03.30,Pernille KARLSEN,NOR,"Stadion im.Lubuskich Olimpijczyków, Gorzów Wielkopolski (POL)",24 MAY 2024,1104,800m,31196548,419,94,Public
300,2:03.30,Annelies NIJSSEN,BEL,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1104,800m,76367579,0,1,Public
301,2:03.32,Micaela DEGENERO,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1104,800m,53588607,4,4,Private
302,2:03.33,Adéla HOLUBOVÁ,CZE,"Stadion Mládeže, Zlín (CZE)",30 JUN 2024,1103,800m,21295930,84,799,Private
303,2:03.34,Marlena PREIGH,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",24 FEB 2024,1103,800m,52780827,522,1,Private
304,2:03.42,Star PRICE,USA,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",03 FEB 2024,1130,800m,7426281,0,293,Public
305,2:03.43,Morgan MITCHELL,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1102,800m,20077578,646,7,Public
306,2:03.44,Serena TROIANI,ITA,"Centro di Atletica, Busto Arsizio (ITA)",10 JUL 2024,1101,800m,NA,NA,NA,NA
307,2:03.46,Kimberley MAY,NZL,"Ray Treacy Track at Hendricken Field, Providence, RI (USA)",12 APR 2024,1101,800m,28190302,25,0,Private
308,2:03.47,Adelle TRACEY,JAM,"Stade de France, Paris (FRA)",02 AUG 2024,1101,800m,131658381,0,0,Public
309,2:03.48,Brooke JAWORSKI,USA,"Loftus Sports Center, Notre Dame, IN (USA) (i)",03 FEB 2024,1101,800m,93525501,0,2,Private
310,2:03.48,Leah SIMPSON,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1101,800m,118997345,60,42,Public
311,2:03.48,Khadidja BENKACEM,MAR,"Stade C. Vandeveegaete, Tourcoing (FRA)",26 JUN 2024,1101,800m,NA,NA,NA,NA
312,2:03.49,Cassandra WILLIAMSON,CAN,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1101,800m,56045791,14,0,Private
313,2:03.50,Jolanda KALLABIS,GER,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1100,800m,82798069,84,68,Public
314,2:03.52,Naum BOPAPE,RSA,"McArthur Stadium, Potchefstroom (RSA)",11 MAY 2024,1100,800m,NA,NA,NA,NA
315,2:03.52,Joanna ARCHER,GUY,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1100,800m,27457755,428,165,Public
316,2:03.52,Anna BANATOVA,RUS,"Dinamo Stadium, Krasnodar (RUS)",13 JUL 2024,1100,800m,NA,NA,NA,NA
317,2:03.54,Michaela OOSTHUIZEN,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1100,800m,86896701,228,6,Public
318,2:03.54,Invida MAURIŅA,LAT,"Stade Rebompré, Ciney (BEL)",22 JUN 2024,1100,800m,133154784,130,0,Public
319,2:03.55,Veronika MAZUNINA,RUS,"Stadium Desna, Bryansk (RUS)",20 JUL 2024,1100,800m,NA,NA,NA,NA
320,3:49.04,Faith KIPYEGON,KEN,"Stade Charléty, Paris (FRA)",07 JUL 2024,1295,1500m,NA,NA,NA,NA
321,3:50.30,Gudaf TSEGAY,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1285,1500m,NA,NA,NA,NA
322,3:50.83,Jessica HULL,AUS,"Stade Charléty, Paris (FRA)",07 JUL 2024,1280,1500m,56768839,275,3,Public
323,3:52.61,Georgia BELL,GBR,"Stade de France, Paris (FRA)",10 AUG 2024,1266,1500m,25124025,751,80,Public
324,3:52.75,Diribe WELTEJI,ETH,"Stade de France, Paris (FRA)",10 AUG 2024,1264,1500m,NA,NA,NA,NA
325,3:53.22,Birke HAYLOM,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1261,1500m,NA,NA,NA,NA
326,3:53.37,Laura MUIR,GBR,"Stade de France, Paris (FRA)",10 AUG 2024,1259,1500m,11759278,1528,105,Private
327,3:54.16,Freweyni HAILU,ETH,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1253,1500m,NA,NA,NA,NA
328,3:55.33,Nikki HILTZ,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1243,1500m,57098840,598,1,Public
329,3:55.90,Emily MACKAY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1239,1500m,58424776,120,16,Public
330,3:55.99,Elle ST. PIERRE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1238,1500m,NA,NA,NA,NA
331,3:56.07,Susan Lokayo EJORE,KEN,"Stade de France, Paris (FRA)",10 AUG 2024,1237,1500m,NA,NA,NA,NA
332,3:56.14,Nelly CHEPCHIRCHIR,KEN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1237,1500m,NA,NA,NA,NA
333,3:56.40,Linden HALL,AUS,"Stade Charléty, Paris (FRA)",07 JUL 2024,1235,1500m,NA,NA,NA,NA
334,3:56.47,Hirut MESHESHA,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1257,1500m,NA,NA,NA,NA
335,3:56.69,Agathe GUILLEMOT,FRA,"Stade de France, Paris (FRA)",08 AUG 2024,1232,1500m,68764297,548,48,Public
336,3:56.75,Sinclaire JOHNSON,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1232,1500m,32583114,164,1,Public
337,3:57.31,Weronika LIZAKOWSKA,POL,"Stade de France, Paris (FRA)",08 AUG 2024,1227,1500m,130203267,0,0,Public
338,3:57.44,Cory Ann MCGEE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1226,1500m,NA,NA,NA,NA
339,3:57.46,Sarah HEALY,IRL,"Stade Charléty, Paris (FRA)",07 JUL 2024,1226,1500m,26914590,462,21,Public
340,3:57.61,Worknesh MESELE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1225,1500m,NA,NA,NA,NA
341,3:57.75,Marta PÉREZ,ESP,"Stade de France, Paris (FRA)",08 AUG 2024,1224,1500m,97757896,1878,56,Public
342,3:57.87,Elise CRANNY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1223,1500m,116845991,120,0,Private
343,3:58.08,Revee WALCOTT-NOLAN,GBR,"Stade de France, Paris (FRA)",08 AUG 2024,1221,1500m,NA,NA,NA,NA
344,3:58.11,Sintayehu VISSA,ITA,"Stade de France, Paris (FRA)",08 AUG 2024,1221,1500m,132247201,0,0,Public
345,3:58.13,Katie SNOWDEN,GBR,"Stade Charléty, Paris (FRA)",07 JUL 2024,1221,1500m,10739257,78,18,Private
346,3:58.31,Heather MACLEAN,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1219,1500m,91399368,9,3,Public
347,3:58.40,Georgia GRIFFITH,AUS,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1218,1500m,26275743,638,64,Public
348,3:58.69,Ciara MAGEEAN,IRL,"Stade Charléty, Paris (FRA)",07 JUL 2024,1216,1500m,20980642,0,0,Public
349,3:58.79,Tigist GIRMA,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1238,1500m,26785227,0,0,Public
350,3:58.88,Edinah JEBITOK,KEN,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1215,1500m,NA,NA,NA,NA
351,3:58.98,Nigist GETACHEW,ETH,"Stade Charléty, Paris (FRA)",07 JUL 2024,1214,1500m,NA,NA,NA,NA
352,3:59.06,Habitam ALEMU,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1213,1500m,NA,NA,NA,NA
353,3:59.19,Nadia BATTOCLETTI,ITA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1212,1500m,NA,NA,NA,NA
354,3:59.21,Saron BERHE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1212,1500m,132944139,0,0,Public
355,3:59.55,Melissa COURTNEY-BRYANT,GBR,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1209,1500m,NA,NA,NA,NA
356,3:59.59,Sarah BILLINGS,AUS,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1209,1500m,42578650,1262,103,Public
357,3:59.69,Nozomi TANAKA,JPN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1208,1500m,30707666,0,0,Public
358,3:59.71,Helen SCHLACHTENHAUFEN,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1208,1500m,NA,NA,NA,NA
359,3:59.73,Beatrice CHEPKOECH,KEN,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1208,1500m,72147489,0,0,Public
360,3:59.74,Esther GUERRERO,ESP,"Stade Charléty, Paris (FRA)",07 JUL 2024,1208,1500m,20927163,2012,71,Private
361,3:59.95,Klaudia KAZIMIERSKA,POL,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1206,1500m,NA,NA,NA,NA
362,3:59.96,Salomé AFONSO,POR,"Stade de France, Paris (FRA)",08 AUG 2024,1206,1500m,97366394,0,0,Public
363,4:00.23,Sophie O'SULLIVAN,IRL,"Stade de France, Paris (FRA)",06 AUG 2024,1204,1500m,10444014,2086,87,Public
364,4:00.31,Águeda MARQUÉS,ESP,"Stade de France, Paris (FRA)",10 AUG 2024,1203,1500m,11997629,0,0,Public
365,4:00.64,Danielle JONES,USA,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1200,1500m,19613002,929,853,Public
366,4:01.26,Elise VANDERELST,BEL,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1195,1500m,65601344,62,0,Private
367,4:02.05,Ludovica CAVALLI,ITA,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1189,1500m,NA,NA,NA,NA
368,4:02.20,Maia RAMSDEN,NZL,"Stade de France, Paris (FRA)",08 AUG 2024,1188,1500m,54937211,0,0,Public
369,4:02.22,Lucia STAFFORD,CAN,"Stade de France, Paris (FRA)",06 AUG 2024,1188,1500m,111486981,0,0,Private
370,4:02.54,Teresiah Muthoni GATERI,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1185,1500m,NA,NA,NA,NA
371,4:02.57,Jemma REEKIE,GBR,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1185,1500m,NA,NA,NA,NA
372,4:02.59,Whittni MORGAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1185,1500m,NA,NA,NA,NA
373,4:02.71,Svetlana APLACHKINA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1184,1500m,29862838,4119,29,Public
374,4:02.78,Halimah NAKAAYI,UGA,"Arena, Toruń (POL) (i)",06 FEB 2024,1205,1500m,NA,NA,NA,NA
375,4:02.78,Addison WILEY,USA,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1183,1500m,NA,NA,NA,NA
376,4:02.79,Maggi CONGDON,USA,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1183,1500m,25515989,947,54,Private
377,4:02.79,Karissa SCHWEIZER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1183,1500m,24814237,2387,3,Private
378,4:02.80,Netsanet DESTA,ETH,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1183,1500m,NA,NA,NA,NA
379,4:02.83,Sage HURTA-KLECKER,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1183,1500m,59215429,2505,56,Public
380,4:02.90,Dorcas EWOI,KEN,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1182,1500m,NA,NA,NA,NA
381,4:02.96,Claudia HOLLINGSWORTH,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",04 APR 2024,1182,1500m,NA,NA,NA,NA
382,4:03.00,Marta ZENONI,ITA,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1182,1500m,NA,NA,NA,NA
