,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
189,1:46.31,José Ignacio PÉREZ,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 MAY 2024,1134,800m,1725405,68,287,Public
190,1:46.32,Sebastian FERNANDEZ,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1134,800m,68982579,1034,2,Public
191,1:46.32,Kimar FARQUHARSON,JAM,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1134,800m,75945762,5,0,Public
192,1:46.34,Kieran LUMB,CAN,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1133,800m,5373957,542,151,Private
193,1:46.35,Nick PLANT,USA,"Shellenberger Field & Dr. Jack M. Toms Track, Lynchburg, VA (USA)",03 MAY 2024,1133,800m,48907329,62,0,Public
194,1:46.36,Ronaldo OLIVO,ESP,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1132,800m,86411148,0,0,Public
195,1:46.37,Rafael MUÑOZ,CHI,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1132,800m,41111386,4,434,Public
196,1:46.37,Hatim AIT OULGHAZI,QAT,"TSV Stadion, Pfungstadt (GER)",14 AUG 2024,1132,800m,NA,NA,NA,NA
197,1:46.38,Jochem VERMEULEN,BEL,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1132,800m,21353522,1265,700,Private
198,1:46.38,Sota OKAMURA,JPN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1132,800m,124924667,0,115,Private
199,1:46.39,Marco VILCA,PER,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1131,800m,26642903,0,3,Public
200,1:46.40,Ali Idow HASSAN,SOM,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1131,800m,116233616,0,0,Public
201,1:46.41,Zohair HADAR,ITA,"Stadio Narciso Soldan, Conegliano (ITA)",11 MAY 2024,1131,800m,NA,NA,NA,NA
202,1:46.41,Ludovic LE MEUR,FRA,"Stade Delort, Marseille (FRA)",22 MAY 2024,1131,800m,141766603,308,32,Public
203,1:46.41,Abdullahi HASSAN,CAN,"Foote Field, Edmonton (CAN)",13 JUN 2024,1131,800m,115765312,69,0,Public
204,1:46.43,Cian MCPHILLIPS,IRL,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10 FEB 2024,1187,800m,112357950,98,0,Private
205,1:46.51,William CUTHBERTSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1128,800m,38327326,1245,14,Private
206,1:46.53,Ömer Faruk BOZDAĞ,TUR,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1127,800m,NA,NA,NA,NA
207,1:46.53,Luke GRINER,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1127,800m,NA,NA,NA,NA
208,1:46.55,Yassine HETHAT,ALG,"McArthur Stadium, Potchefstroom (RSA)",14 MAR 2024,1127,800m,NA,NA,NA,NA
209,1:46.56,Lenny KOTIKASH,KEN,"Stade du Parc de la Dodaine, Nivelles (BEL)",16 JUN 2024,1126,800m,NA,NA,NA,NA
210,1:46.57,Daniel KOTYZA,CZE,"Atletická hala, Ostrava (CZE) (i)",18 FEB 2024,1183,800m,NA,NA,NA,NA
211,1:46.57,Robin OESTER,SUI,"TSV Stadion, Pfungstadt (GER)",14 AUG 2024,1126,800m,47414877,527,3,Public
212,1:46.59,Ermias GIRMA,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1125,800m,86185454,114,0,Public
213,1:46.59,Louis VERCUEIL,FRA,"Stade Jacques Forestier, Aix-les-Bains (FRA)",12 MAY 2024,1125,800m,64117418,1322,83,Private
214,1:46.59,Henry FISHER,GBR,"Campo Scuola Moreno Martini, Lucca (ITA)",19 MAY 2024,1125,800m,33502406,671,1,Public
215,1:46.59,Gabriele ANGIONO,ITA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1125,800m,57895670,41,2,Public
216,1:46.63,Tim MCINERNEY,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1124,800m,24687367,694,6,Public
217,1:46.63,Thomas KEEN,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1124,800m,266183,2271,435,Public
218,1:46.67,Dugion BLACKMAN,JAM,"Elon University’s Irwin Belk Track, Elon, NC (USA)",11 MAY 2024,1123,800m,NA,NA,NA,NA
219,1:46.69,Kwazi NOGCANTSI,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1122,800m,NA,NA,NA,NA
220,1:46.70,Sigurd TVEIT,NOR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1122,800m,21295355,1898,5,Public
221,1:46.70,Jan VUKOVIČ,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1122,800m,20094495,1171,10,Private
222,1:46.71,Ryan SÁNCHEZ,PUR,"Estadio Jose A. Figueroa Freyre, Mayagüez (PUR)",15 JUN 2024,1122,800m,13464267,340,706,Public
223,1:46.73,Mouhcine BEN HACHIMI,MAR,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1121,800m,NA,NA,NA,NA
224,1:46.74,Luis PERALTA,DOM,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1178,800m,31318136,6,633,Private
225,1:46.74,Yohannes TEFERA,ETH,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1121,800m,NA,NA,NA,NA
226,1:46.74,Marc TORTELL,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1121,800m,23093206,642,3,Public
227,1:46.74,Nico BOKETTA,CZE,"LAZ Wien, Wien (AUT)",22 JUN 2024,1121,800m,81785282,280,1,Public
228,1:46.75,Bobby POYNTER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1121,800m,64218328,874,3,Public
229,1:46.75,Cathal DOYLE,IRL,"Morton Stadium, Santry, Dublin (IRL)",04 MAY 2024,1121,800m,425908,18,141,Public
230,1:46.75,Zephaniah CARICO-MCLENNAN,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1121,800m,NA,NA,NA,NA
231,1:46.75,Henry JONAS,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1121,800m,141470378,14,0,Public
232,1:46.76,Leandro ALVES,BRA,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1120,800m,16049150,37,176,Public
233,1:46.77,Oussama NABIL,MAR,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1120,800m,18113793,0,3,Public
234,1:46.77,Kelvin Kimutai KOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1120,800m,NA,NA,NA,NA
235,1:46.78,Daniel WATCKE,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1120,800m,NA,NA,NA,NA
236,1:46.79,Brian KIPTUM,KEN,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1119,800m,48092419,79,0,Public
237,1:46.79,Collin DYLLA,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1119,800m,26463833,3298,19,Private
238,1:46.80,Samuel AUSTIN,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1176,800m,8140136,263,124,Public
239,1:46.81,Rok MARKELJ,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1119,800m,72166973,1052,16,Private
240,1:46.81,Abdirahman Saeed HASSAN,QAT,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1119,800m,NA,NA,NA,NA
241,1:46.81,Dennick LUKE,DMA,"Stade de France, Paris (FRA)",08 AUG 2024,1119,800m,NA,NA,NA,NA
242,1:46.82,Yugo SHIKATA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1119,800m,NA,NA,NA,NA
243,1:46.83,Shuta AZUMA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 SEP 2024,1118,800m,NA,NA,NA,NA
244,1:46.84,Balázs VINDICS,HUN,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1118,800m,100743805,0,0,Public
245,1:46.84,Christian HARRISON,USA,"George Mason Stadium, Fairfax, VA (USA)",12 AUG 2024,1118,800m,27527968,376,31,Public
246,1:46.84,Matthew MCKENNA,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1118,800m,16368629,3148,0,Public
247,1:46.85,Alexandre SELLES,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1118,800m,11062255,43,2,Public
248,1:46.86,Alfred KIPKETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",27 JAN 2024,1117,800m,NA,NA,NA,NA
249,1:46.86,Jaxson HOEY,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1117,800m,142463626,130,11,Public
250,1:46.86,Craig ENGELS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,800m,31259127,80,0,Public
251,1:46.86,Alexander STEPANOV,GER,"TSV Stadion, Pfungstadt (GER)",14 AUG 2024,1117,800m,45399473,97,10,Public
252,1:46.87,Kwazi MGOBHOZI,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1117,800m,NA,NA,NA,NA
253,1:46.87,Mehmet ÇELİK,TUR,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1117,800m,51815015,581,0,Public
254,1:46.88,Cornelius TUWEI,KEN,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1117,800m,NA,NA,NA,NA
255,1:46.89,Isaac BASTEN,USA,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1117,800m,88934444,1151,6,Public
256,1:46.89,Kerem AYHAN,TUR,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,800m,51826918,987,320,Public
257,1:46.90,Pol MOYA,AND,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1116,800m,69288416,0,638,Public
258,1:46.91,Shane STREICH,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1116,800m,61783860,2750,3,Public
259,1:46.92,Cole LINDHORST,USA,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1116,800m,12343239,613,10,Private
260,1:46.92,Jye PERROTT,AUS,"TSV Stadion, Pfungstadt (GER)",25 MAY 2024,1116,800m,108849697,525,6,Private
261,1:46.92,Mason COHEN,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1116,800m,107895910,720,86,Public
262,1:46.93,Jabolane NCAMANE,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1115,800m,NA,NA,NA,NA
263,1:46.93,Yassine ABER,CAN,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1115,800m,47062245,280,2,Public
264,1:46.93,Phanuel Kipkosgei KOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1115,800m,NA,NA,NA,NA
265,1:46.94,Ossama MESLEK,ITA,"Market Street Bury, Manchester (GBR)",24 JUL 2024,1115,800m,6911255,4953,79,Private
266,1:46.95,Conor MURPHY,IRL,"Ashenfelter Indoor Track, State College, PA (USA) (i)",26 JAN 2024,1171,800m,58262623,1036,0,Public
267,1:46.95,Samuel BUCHE,ETH,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1115,800m,16199796,0,0,Public
268,1:46.95,Stephen MUTAI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1115,800m,NA,NA,NA,NA
269,1:46.96,Eric NZIKWINKUNDA,BDI,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1114,800m,NA,NA,NA,NA
270,1:46.96,Lachlan RAPER,AUS,"ES Marks Athletics Field, Sydney (AUS)",23 MAR 2024,1114,800m,45237816,0,0,Public
271,1:46.96,Zine El Abidine LAGOUNE,ALG,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1114,800m,NA,NA,NA,NA
272,1:46.97,Kacper LEWALSKI,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1114,800m,120142687,0,0,Public
273,1:46.97,Fabien LOIRAT,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1114,800m,56222848,1089,132,Private
274,1:46.97,Nino JAMBREŠIĆ,CRO,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2024,1114,800m,NA,NA,NA,NA
275,1:46.99,Archie DAVIS,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1114,800m,87894687,10,683,Public
276,1:47.01,Elliott COOK,USA,"Hayward Field, Eugene, OR (USA)",20 APR 2024,1113,800m,46782388,1323,2,Private
277,1:47.01,Aurele VANDEPUTTE,BEL,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1113,800m,17967435,3161,29,Public
278,1:47.04,Sobhan AHMADI,IRI,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",19 FEB 2024,1169,800m,25234198,42,1,Public
279,1:47.05,Mohammed Afsal PULIKKALAKATH,IND,"Sepp-Herberger-Stadion, Weinheim (GER)",18 MAY 2024,1112,800m,NA,NA,NA,NA
280,1:47.05,Daniil NEKRASOV,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1112,800m,47107932,2,218,Public
281,1:47.06,Kelvin KIPYEGO,KEN,"Nyayo National Stadium, Nairobi (KEN)",21 MAY 2024,1111,800m,128956777,267,0,Public
282,1:47.07,Zhongqiang MA,CHN,"Olympic Sports Center, Chongqing (CHN)",28 MAY 2024,1111,800m,13239547,2,0,Public
283,1:47.07,Emil MEGGLE,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1111,800m,NA,NA,NA,NA
284,1:47.09,Edgar DURIEUX,FRA,"Stade C. Vandeveegaete, Tourcoing (FRA)",26 JUN 2024,1111,800m,108549449,912,16,Private
285,1:47.09,Hinata MAEDA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1111,800m,NA,NA,NA,NA
286,1:47.10,Dion EIJSSEN,NED,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1110,800m,70027801,2320,83,Private
287,1:47.11,Cameron MYERS,AUS,"AIS Athletics Track, Canberra (AUS)",26 JAN 2024,1110,800m,6788193,0,114,Public
288,1:47.11,Jack BALICK,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1110,800m,49012071,1797,146,Public
289,1:47.11,Luca THOMPSON,NOR,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1110,800m,35428770,1944,59,Public
290,1:47.12,Jack ANSTEY,AUS,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",23 FEB 2024,1166,800m,30262081,2294,1,Public
291,1:47.12,Ranti Marvin DIKGALE,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1110,800m,NA,NA,NA,NA
292,1:47.13,Caden NORRIS,USA,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1109,800m,129872301,377,24,Public
293,1:47.13,Adam SPENCER,AUS,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1109,800m,46643128,2575,1,Public
294,1:47.14,Mark MILNER,IRL,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1109,800m,16536534,1893,13,Public
295,1:47.15,John O'REILLY,CAN,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1109,800m,91827223,602,9,Public
296,1:47.15,Junya MATSUMOTO,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 SEP 2024,1109,800m,36440894,0,986,Public
297,1:47.18,Mario GARCÍA,ESP,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1108,800m,7586526,116,947,Public
298,1:47.18,Harry PURCELL,IRL,"Mary Peters Track, Belfast (GBR)",11 MAY 2024,1108,800m,37214815,188,97,Private
299,1:47.18,Noam MAMU,ISR,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1108,800m,NA,NA,NA,NA
300,1:47.19,Beck WITTSTADT,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1108,800m,42894184,1538,37,Private
301,1:47.19,Federico RIVA,ITA,"Stadio Olindo Galli, Tivoli (ITA)",25 APR 2024,1108,800m,18269729,223,62,Public
302,1:47.20,Amine BRAHIMI,ALG,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1107,800m,93060887,104,0,Public
303,1:47.21,Michal HROCH,CZE,"Stadion Juliska, Praha (CZE)",11 MAY 2024,1107,800m,72587029,0,109,Public
304,1:47.21,Maksim SHELIKH,RUS,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1107,800m,NA,NA,NA,NA
305,1:47.21,David RACE,GBR,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1107,800m,41347626,809,24,Private
306,1:47.22,William RABJOHNS,GBR,"Birmingham University Athletics Track, Birmingham (GBR)",06 JUL 2024,1107,800m,148441928,9,0,Public
307,1:47.24,Michał ROZMYS,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1106,800m,93724004,21,76,Public
308,1:47.24,Shyam MILAN,IND,"Tau Devi Lal Stadium, Panchkula (IND)",30 JUN 2024,1106,800m,114541490,21,24,Public
309,1:47.25,Carter FITZGERALD,USA,"Ashenfelter Indoor Track, State College, PA (USA) (i)",16 FEB 2024,1162,800m,12527724,307,10,Public
310,1:47.26,Pierre LECHAT,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1106,800m,32907847,1660,39,Private
311,1:47.27,Nikolay VERBITSKIY,RUS,"LFK CSKA, Moskva (RUS) (i)",24 FEB 2024,1162,800m,NA,NA,NA,NA
312,1:47.28,David CARRANZA,ESP,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1105,800m,21102068,0,813,Public
313,1:47.28,Angel ALVAREZ,ESP,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1105,800m,30974038,1118,344,Public
314,1:47.30,Jason GOMEZ,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1104,800m,17379485,344,2,Public
315,1:47.30,Sven WAGNER,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1104,800m,10819459,95,2724,Private
316,1:47.31,Sho KAWAMOTO,JPN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1104,800m,84457807,4,139,Public
317,1:47.32,Nelson MAPI,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1104,800m,86905091,0,9,Public
318,1:47.32,Joonas RINNE,FIN,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1104,800m,15772862,0,0,Public
319,1:47.32,Uku Renek KRONBERGS,EST,"Stadion Míru, Tábor (CZE)",27 AUG 2024,1104,800m,149780138,0,0,Public
320,1:47.33,Vincent Kibet KETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1103,800m,NA,NA,NA,NA
321,1:47.33,Angus HARRINGTON,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1103,800m,12553443,3569,124,Public
322,1:47.37,Derek HOLDSWORTH,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1102,800m,110408620,1238,24,Public
323,1:47.38,Ben NAGEL,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1102,800m,32496631,4162,508,Public
324,1:47.38,Israel TINAJERO ÁLVAREZ,MEX,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1102,800m,NA,NA,NA,NA
325,1:47.39,Stephen EVANS,CAN,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1102,800m,3941512,1450,36,Public
326,1:47.40,Olivier DESMEULES,CAN,"Ashenfelter Indoor Track, State College, PA (USA) (i)",26 JAN 2024,1158,800m,26104963,1698,51,Public
327,1:47.40,Dillan VAN ROOYEN,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1101,800m,58940900,1565,10,Public
328,1:47.40,Ahmed Sayf KADRI,TUN,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1101,800m,91583967,291,0,Public
329,1:47.40,Niko SCHULTZ,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1101,800m,70802075,591,0,Public
330,1:47.41,Abednico CHOBA,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1101,800m,NA,NA,NA,NA
331,1:47.41,Raul VILLALONGA,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1101,800m,22347994,65,0,Public
332,1:47.41,Andrew CASEY,USA,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1101,800m,95191578,244,0,Public
333,1:47.41,Zalen NELSON,TTO,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1101,800m,60178349,1910,8,Public
334,1:47.41,Abraham GUEM,SSD,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1101,800m,NA,NA,NA,NA
335,1:47.42,Charlie HUNTER,AUS,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1157,800m,9348530,6,581,Public
336,1:47.42,David DAM,NAM,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1101,800m,22389371,280,589,Private
337,1:47.42,Kevin VIEZEE,NED,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1101,800m,20688835,1568,119,Public
338,1:47.43,Christian JACKSON,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1101,800m,81890092,491,56,Public
339,1:47.43,Alex PINTADO,ESP,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1101,800m,123289185,203,0,Public
340,1:47.44,Ryan ELSTON,GBR,"Birmingham University Athletics Track, Birmingham (GBR)",15 MAY 2024,1100,800m,24411013,2553,50,Public
341,1:47.44,Mickael YEYE,FRA,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1100,800m,12309588,3844,109,Private
342,1:47.46,Harrison WITT,USA,"UVA Lanningan Field, Charlottesville, VA (USA)",19 APR 2024,1100,800m,96963126,891,6,Private
343,1:47.46,Gary MARTIN,USA,"UVA Lanningan Field, Charlottesville, VA (USA)",19 APR 2024,1100,800m,52075256,2011,3,Public
344,1:47.46,Sala HEDDINE,ESP,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",12 JUN 2024,1100,800m,NA,NA,NA,NA
345,1:47.46,Jamie PHILLIPS,GBR,"Market Street Bury, Manchester (GBR)",24 JUL 2024,1100,800m,14735105,619,2166,Public
346,3:26.73,Jakob INGEBRIGTSEN,NOR,"Stade Louis II, Monaco (MON)",12 JUL 2024,1292,1500m,110000162,27,0,Private
347,3:27.65,Cole HOCKER,USA,"Stade de France, Paris (FRA)",06 AUG 2024,1278,1500m,94919798,20,0,Public
348,3:27.79,Josh KERR,GBR,"Stade de France, Paris (FRA)",06 AUG 2024,1276,1500m,18748153,1017,219,Public
349,3:27.80,Yared NUGUSE,USA,"Stade de France, Paris (FRA)",06 AUG 2024,1276,1500m,133353132,0,0,Public
350,3:28.71,Timothy CHERUIYOT,KEN,"Stade Louis II, Monaco (MON)",12 JUL 2024,1263,1500m,NA,NA,NA,NA
351,3:28.80,Brian KOMEN,KEN,"Stade Louis II, Monaco (MON)",12 JUL 2024,1262,1500m,127525834,0,3,Public
352,3:29.45,Hobbs KESSLER,USA,"Stade de France, Paris (FRA)",06 AUG 2024,1253,1500m,56168841,398,1,Public
353,3:29.54,Niels LAROS,NED,"Stade de France, Paris (FRA)",06 AUG 2024,1251,1500m,29900318,897,15,Public
354,3:30.46,Narve Gilje NORDÅS,NOR,"Stade de France, Paris (FRA)",06 AUG 2024,1238,1500m,12068436,820,0,Private
355,3:30.65,Neil GOURLEY,GBR,"Stade Louis II, Monaco (MON)",12 JUL 2024,1235,1500m,124422333,169,43,Private
356,3:30.74,Pietro ARESE,ITA,"Stade de France, Paris (FRA)",06 AUG 2024,1234,1500m,79782535,161,13,Public
357,3:30.75,Stefan NILLESSEN,NED,"Stade de France, Paris (FRA)",06 AUG 2024,1234,1500m,93170673,402,1,Public
358,3:30.80,Azeddine HABZ,FRA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1233,1500m,19780474,3508,32,Public
359,3:30.84,Isaac NADER,POR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1233,1500m,92055776,30,324,Public
360,3:30.88,Reynold CHERUIYOT,KEN,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1232,1500m,NA,NA,NA,NA
361,3:31.06,Elliot GILES,GBR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1230,1500m,54348133,0,45,Public
362,3:31.07,Oliver HOARE,AUS,"Stade Louis II, Monaco (MON)",12 JUL 2024,1230,1500m,1949290,89,154,Private
363,3:31.57,George MILLS,GBR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1222,1500m,2776056,31,1946,Public
364,3:31.74,Jochem VERMEULEN,BEL,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1220,1500m,21353522,1265,700,Private
365,3:31.78,Vincent CIATTEI,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1220,1500m,NA,NA,NA,NA
366,3:32.16,Cooper TEARE,USA,"UVA Lanningan Field, Charlottesville, VA (USA)",28 APR 2024,1214,1500m,52673478,1024,20,Public
367,3:32.20,Robert FARKEN,GER,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1214,1500m,112439337,0,0,Public
368,3:32.20,Nathan GREEN,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1214,1500m,3624317,146,4,Public
369,3:32.37,Abdisa FAYISA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1211,1500m,NA,NA,NA,NA
370,3:32.49,Anass ESSAYI,MAR,"Stade de France, Paris (FRA)",04 AUG 2024,1210,1500m,NA,NA,NA,NA
371,3:32.56,Jake WIGHTMAN,GBR,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1209,1500m,12458530,0,0,Public
372,3:32.67,Maël GOUYETTE,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1207,1500m,69886154,270,1,Public
373,3:32.68,Andrew COSCORAN,IRL,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1207,1500m,93495409,370,3,Public
374,3:32.77,Ossama MESLEK,ITA,"Stade de France, Paris (FRA)",04 AUG 2024,1206,1500m,6911255,4953,79,Private
375,3:32.81,Samuel TEFERA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1205,1500m,71529621,48,0,Public
376,3:32.84,Federico RIVA,ITA,"Stade de France, Paris (FRA)",03 AUG 2024,1205,1500m,18269729,223,62,Public
377,3:32.93,Justin KIPKOECH,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1203,1500m,123004351,1177,0,Public
378,3:32.94,Henry WYNNE,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1203,1500m,14735644,1743,20,Public
