Athlete Name,Total_Run_Distance_km,Avg_Weekly_Run_Mileage_km,Total_Run_Hours,Avg_Weekly_Run_Hours,Total_Ride_Hours,Total_Swim_Hours,Total_Other_Hours,Competitor,Nat,Gender,Mark,Discipline,Number_of_events,Avg_Run_Pace_min_per_km,2024 Weeks Scraped,Athlete ID
LUKE MCCANN,376.6338402,8.369640893333333,26.17861111111111,0.5817469135802469,0.0,0.0,0.0,Luke Mccann,IRL,Male,1:45.33|3:33.66,800m|1500m,2,4.170407698449468,45,36760710
MADELEINE KELLY,47.958332,1.065740711111111,6.341666666666667,0.1409259259259259,0.0,0.0,24.804166666666667,Madeleine Kelly,CAN,Female,2:00.93,800m,1,7.933970681048708,45,23741845
MADISON NEUNER,2097.3240748,46.60720166222222,165.9438888888889,3.687641975308642,10.504166666666666,0.0,3.876388888888889,Madison Neuner,USA,Female,9:48.82,3000m Steeple,1,4.747303219833966,45,53485505
MAHADI ABDI ALI,590.9335546,13.131856768888888,41.41916666666667,0.920425925925926,0.0,0.0,0.0,Mahadi Abdi Ali,NED,Male,3:36.82|13:15.59,1500m|5000m,2,4.205464354925971,45,44196401
MALINDI ELMORE,3464.4,66.62,260.74,5.01,0.0,0.0,0.0,Malindi Elmore,CAN,Female,2:31:08,Full,1,4.52,52,1861424
MARC TORTELL,297.245098,6.605446622222222,20.004166666666663,0.444537037037037,0.0,0.0,0.0,Marc Tortell,GER,Male,1:46.74|3:36.88,800m|1500m,2,4.0379135201079075,45,23093206
MARCEL TOBLER,2519.582704,55.99072675555555,183.58,4.079555555555556,0.0,0.0,0.0,Marcel Tobler,AUT,Male,3:39.51,1500m,1,4.371676302791449,45,23188755
MARCELLA HERZOG,3461.9478344,76.93217409777778,253.79111111111112,5.639802469135803,9.983333333333334,0.0,7.156944444444444,Marcella Herzog,NED,Female,2:33:10,Full,1,4.398525741883625,45,8820965
MARCO AROP,260.793547,5.795412155555555,16.59638888888889,0.3688086419753086,0.0,0.0,0.0,Marco Arop,CAN,Male,1:41.20,800m,1,3.818282103940759,45,98279354
MARCO LANGON,5343.4755086,118.7439001911111,367.50888888888886,8.166864197530863,0.0,0.0,0.0,Marco Langon,USA,Male,13:28.44,5000m,1,4.1266275662430445,45,51901865
MARIO GARCÍA ROMO,252.1513912,5.603364248888889,18.96611111111111,0.4214691358024691,5.13,0.0,6.283333333333333,,,,,,0,4.513029498869831,45,0
MARISA HOWARD,2657.9376638,59.065281417777776,209.54444444444445,4.656543209876544,1.0166666666666666,0.0,2.151944444444444,Marisa Howard,USA,Female,9:07.14,3000m Steeple,1,4.73023383426223,45,43684184
MARISKA PAREWYCK,13.2126814,0.2936151422222222,1.1144444444444446,0.0247654320987654,0.0,0.0,0.0,Mariska Parewyck,BEL,Female,2:02.74|4:08.46,800m|1500m,2,5.0607945989423975,45,40806845
MARISSA DAMINK,294.7345276,6.549656168888888,24.220555555555556,0.5382345679012346,1.7527777777777778,0.0,0.0,Marissa Damink,NED,Female,2:01.42|4:04.37,800m|1500m,2,4.930651814590227,45,18196031
MARK PEARCE,2132.81,41.02,148.5,2.86,0.0,0.0,0.0,Mark Pearce,GBR,Male,8:20.83,3000m Steeple,1,4.18,52,2461878
MASON COHEN,951.0072862,21.133495248888888,76.85222222222222,1.707827160493827,37.11194444444445,0.0,8.455277777777777,Mason Cohen,AUS,Male,1:46.92,800m,1,4.848683496167869,45,107895910
MATEUSZ BORKOWSKI,71.1650148,1.5814447733333332,7.405833333333334,0.1645740740740741,27.19222222222222,0.0,0.0,Mateusz Borkowski,POL,Male,1:45.27,800m,1,6.243938840577604,45,15305175
MATT WISNER,23.9147924,0.5314398311111111,1.475,0.0327777777777777,0.0,0.0,0.0,Matt Wisner,USA,Male,1:46.09|3:36.45,800m|1500m,2,3.700638438324892,45,23205296
MATTHEW BEAUDET,3676.1670818,81.69260181777777,251.9947222222222,5.5998827160493825,7.198055555555555,0.0,17.810277777777777,Matthew Beaudet,CAN,Male,3:37.35,1500m,1,4.112893401441951,45,24359631
MATTHEW RICHTMAN,2965.9170596,65.90926799111111,215.9438888888889,4.798753086419753,4.411111111111111,0.0,13.975,Matthew Richtman,USA,Male,2:10:47,Full,1,4.368508313944806,45,40483545
MATTHIAS KYBURZ,3874.0676216,86.09039159111111,261.9686111111111,5.821524691358024,6.865277777777777,0.0,1.6333333333333333,Matthias Kyburz,SUI,Male,2:07:44,Full,1,4.05726440577076,45,18143228
MAX DAVIES,1445.24,27.79,155.42,2.99,0.86,0.0,0.0,Max Davies,CAN,Male,3:39.80,1500m,1,6.45,52,5181205
MAËL GOUYETTE,129.37,2.874888888888889,8.677222222222223,0.1928271604938271,0.0,0.0,0.0,Maël Gouyette,FRA,Male,3:32.67,1500m,1,4.024374532993225,45,69886154
MEHDI KADRI,2088.3922378,46.40871639555556,153.7475,3.416611111111111,0.0,0.0,0.0,Mehdi Kadri,FRA,Male,8:31.49,3000m Steeple,1,4.41720182302432,45,71517556
MEKDES WOLDU,694.43021,15.431782444444444,55.49805555555555,1.23329012345679,1.0,0.0,0.0,Mekdes Woldu,FRA,Female,1:10:04|2:29:20,Half|Full,2,4.795130288662604,45,30197343
MELISSA TANAKA,125.7538276,2.7945295022222223,10.073333333333334,0.2238518518518518,0.0,0.0,0.0,Melissa Tanaka,USA,Female,4:12.72,1500m,1,4.806215536615603,45,23571791
MEREDITH RIZZO,1646.113419,36.5802982,136.80444444444444,3.0400987654320986,7.714166666666666,0.0,12.045277777777777,Meredith Rizzo,USA,Female,9:57.52,3000m Steeple,1,4.986452678122944,45,40609729
MICHAEL SOMERS,1262.044428,28.04543173333333,82.73277777777778,1.8385061728395065,0.0,0.0,3.9,Michael Somers,BEL,Male,2:09:19,Full,1,3.933274103934055,45,113818641
MICHAELA MEYER,405.87,9.019333333333334,44.07666666666667,0.9794814814814816,0.0,0.0,20.62555555555555,Michaela Meyer,USA,Female,2:01.61,800m,1,6.5158794687954265,45,49179005
MICHAELA OOSTHUIZEN,168.78,3.7506666666666666,13.296944444444444,0.2954876543209876,0.0,0.0,0.0,Michaela Oosthuizen,RSA,Female,2:03.54,800m,1,4.726962120314413,45,86896701
MIKE FOPPEN,1332.58,25.63,81.14,1.56,0.0,0.0,0.0,Mike Foppen,NED,Male,3:36.32|13:08.60,1500m|5000m,2,3.65,52,4882648
MILITSA MIRCHEVA,128.666733,2.859260733333333,9.167777777777776,0.2037283950617283,0.0,0.0,0.0,Militsa Mircheva,BUL,Female,2:32:03,Full,1,4.275127329662335,45,33977163
MIN LIU,387.5773522,8.612830048888888,40.74444444444445,0.9054320987654322,4.016666666666667,0.0,60.170833333333334,Min Liu,CHN,Female,1:09:50|2:29:24,Half|Full,2,6.3075580985061155,45,29372219
MOLLY GRABILL,4489.7206386,99.77156974666666,350.2536111111111,7.783413580246914,0.0,0.0,0.0,Molly Grabill,USA,Female,2:30:16,Full,1,4.680740375245197,45,83232940
MORGAN BEADLESCOMB,4351.8806676,96.70845928,332.0336111111111,7.378524691358025,0.0,0.0,0.0,Morgan Beadlescomb,USA,Male,3:35.84|13:03.57,1500m|5000m,2,4.577794794555654,45,50044591
MORGAN MITCHELL,974.8094248,21.66243166222222,129.76722222222222,2.883716049382716,0.0,0.0,27.31722222222222,Morgan Mitchell,AUS,Female,2:03.43,800m,1,7.987236412830929,45,20077578
MORGAN PEARSON,596.1800029999999,13.24844451111111,39.783611111111114,0.8840802469135803,26.701944444444443,0.0,0.0,Morgan Pearson,USA,Male,1:01:08,Half,1,4.003852283966436,45,40048824
MYKOLA NYZHNYK,4763.7107736,105.86023941333332,343.785,7.639666666666667,1.2833333333333334,0.0,0.0,Mykola Nyzhnyk,UKR,Male,2:13:13,Full,1,4.3300487750669685,45,26188193
MÉLINE ROLLIN,462.4760358,10.27724524,35.87777777777778,0.797283950617284,43.11666666666667,0.0,0.0,Méline Rollin,FRA,Female,2:24:12,Full,1,4.6546555930037385,45,46478486
NAOKI AIBA,70.328158,1.5628479555555557,3.8333333333333335,0.0851851851851851,0.0,0.0,0.0,Naoki Aiba,JPN,Male,2:10:28,Full,1,3.270382824472667,45,74286940
NATASHA WODAK,3935.7053436,87.46011874666667,291.3536111111111,6.474524691358024,2.926944444444445,0.0,18.054166666666667,Natasha Wodak,CAN,Female,1:11:21|2:27:54,Half|Full,2,4.441698536983602,45,7814602
NATHAN MARTIN,49.567672,1.1015038222222222,6.119166666666667,0.1359814814814814,0.0,0.0,0.0,Nathan Martin,USA,Male,2:11:00,Full,1,7.407045463018719,45,25871837
NICK DAHL,4962.0297418,110.26732759555556,338.8886111111111,7.530858024691359,0.0,0.0,0.0,Nick Dahl,USA,Male,3:38.46,1500m,1,4.0977821022271135,45,50043425
NICK FOSTER,2362.2858124,52.49524027555555,191.78305555555556,4.261845679012346,6.2524999999999995,0.0,0.0,Nick Foster,USA,Male,3:38.82,1500m,1,4.871122398877992,45,21148731
NICO BOKETTA,757.8,16.84,55.25277777777778,1.2278395061728395,0.0,0.0,0.0,Nico Boketta,CZE,Male,1:46.74|3:37.28,800m|1500m,2,4.374725081375914,45,81785282
NICOLAS NAVARRO,5185.57,99.72,375.07,7.21,57.86,0.0,0.0,Nicolas Navarro,FRA,Male,2:09:56,Full,1,4.34,52,2966441
NIELS LAROS,14.387499599999998,0.3197222133333333,0.6858333333333333,0.0152407407407407,0.0,0.0,0.0,Niels Laros,NED,Male,1:46.04|3:29.54,800m|1500m,2,2.8601217128791445,45,29900318
NILS VOIGT,2465.1387318,54.78086070666667,162.6025,3.6133888888888888,0.1502777777777778,0.0,0.0,Nils Voigt,GER,Male,27:41.92,10000m,1,3.957647443588797,45,18934439
NOAH BALTUS,1784.7741534,39.661647853333335,132.23583333333335,2.9385740740740744,18.97861111111111,0.0,9.057777777777778,Noah Baltus,NED,Male,3:34.66,1500m,1,4.445464421862801,45,33082169
NOAH SCHUTTE,5747.0,110.52,393.41,7.57,59.65,0.0,0.0,Noah Schutte,NED,Male,27:58.80,10000m,1,4.11,52,1019940
OLE HESSELBJERG,3481.6944362,77.3709874711111,237.15166666666667,5.270037037037037,0.0,0.0,0.0,Ole Hesselbjerg,DEN,Male,8:25.58,3000m Steeple,1,4.086831932192752,45,18305409
OLE JAKOB SOLBU,2206.7431014,49.03873558666666,218.0536111111111,4.845635802469136,0.0,0.0,0.7036111111111111,Ole Jakob Solbu,NOR,Male,1:45.55,800m,1,5.928744790622173,45,34827695
OLGA NYZHNYK,5115.4481240000005,113.6766249777778,379.7836111111111,8.439635802469136,0.0,0.0,3.814166666666667,Olga Nyzhnyk,UKR,Female,2:31:24,Full,1,4.454549457701951,45,59301037
OLIN HACKER,3899.7848748,86.66188610666667,297.6638888888889,6.6147530864197535,14.698888888888888,0.0,0.0,Olin Hacker,USA,Male,3:36.43|13:08.76,1500m|5000m,2,4.579697061943518,45,26841392
OLIVIA BAKER,311.8579052,6.930175671111111,28.308055555555555,0.6290679012345679,0.0,0.0,7.5744444444444445,Olivia Baker,USA,Female,1:58.95,800m,1,5.446337274163584,45,89673875
OLIVIA MARKEZICH,3624.475081,80.5438906888889,273.47333333333336,6.0771851851851855,1.2908333333333333,0.0,0.0,Olivia Markezich,USA,Female,4:07.43|9:14.67|15:23.14,1500m|3000m Steeple|5000m,3,4.527110721774611,45,63449551
OLIVIER DESMEULES,2136.8172784,47.48482840888889,166.40722222222223,3.6979382716049383,0.0,0.0,2.285,Olivier Desmeules,CAN,Male,1:47.40,800m,1,4.672572350598667,45,26104963
OSAMA ZOGHLAMI,3990.841332,88.68536293333334,267.9713888888889,5.95491975308642,4.183333333333334,0.0,0.0,Osama Zoghlami,ITA,Male,8:19.54,3000m Steeple,1,4.028795433286681,45,109059136
PARKER STOKES,3304.699223,73.43776051111111,234.45555555555555,5.210123456790123,0.0,0.0,7.95,Parker Stokes,USA,Male,8:24.58,3000m Steeple,1,4.256766617496594,45,58499394
PARKER WOLFE,5.9384646,0.1319658799999999,0.32,0.0071111111111111,0.0,0.0,0.0,Parker Wolfe,USA,Male,3:36.25|13:10.75,1500m|5000m,2,3.2331589549258237,45,48545297
PARUL CHAUDHARY,4.2486576000000005,0.0944146133333333,0.7769444444444444,0.0172654320987654,0.0,0.0,25.15416666666667,Parul Chaudhary,IND,Female,9:23.39|15:10.68|32:02.08,3000m Steeple|5000m|10000m,3,10.972093083393366,45,27786043
PATRICK KIPROP,995.8756854,22.130570786666667,65.80833333333334,1.4624074074074076,0.0,0.0,1.4166666666666667,Patrick Kiprop,KEN,Male,13:27.55|28:14.77,5000m|10000m,2,3.964852298220394,45,75222533
PAULO ROBERTO PAULA,1097.2801988,24.384004417777778,67.25777777777778,1.494617283950617,0.0,0.0,0.0,Paulo Roberto Paula,BRA,Male,2:13:11,Full,1,3.677699343412837,45,95919245
PEDRO GOMEZ,2661.1724372,59.13716527111111,231.44833333333332,5.143296296296296,93.46166666666667,0.0,33.47944444444445,Pedro Gomez,ARG,Male,2:10:39,Full,1,5.218339032028811,45,24304109
PETER HERZOG,892.3951234,19.83100274222222,57.70666666666666,1.2823703703703704,4.683333333333334,0.0,2.716666666666667,Peter Herzog,AUT,Male,2:12:08,Full,1,3.879895697780546,45,17046618
PETER LYNCH,3646.9414674,81.04314372,253.67333333333335,5.637185185185185,17.39888888888889,0.0,0.0,Peter Lynch,IRL,Male,27:49.30,10000m,1,4.173469779006632,45,25760238
PETER SMITH,2283.5408062,50.745351248888895,224.80166666666668,4.995592592592593,57.43333333333333,0.0,6.509722222222222,Peter Smith,USA,Male,3:39.23,1500m,1,5.906660377330987,45,37674562
PIETER SISK,1162.8929906,25.84206645777778,78.2286111111111,1.7384135802469134,0.0,0.0,27.639722222222225,Pieter Sisk,BEL,Male,1:43.48|3:36.57,800m|1500m,2,4.036241257456476,45,28540939
QUENTIN TISON,9.334172,0.2074260444444444,0.8036111111111112,0.017858024691358,1.4666666666666666,0.0,0.0,Quentin Tison,FRA,Male,3:37.12,1500m,1,5.165607261861755,45,48696680
RACHEL SMITH,2029.7478882,45.10550862666667,275.2736111111111,6.117191358024692,3.0102777777777776,0.0,34.431666666666665,Rachel Smith,USA,Female,4:11.28|15:03.24|31:04.02,1500m|5000m|10000m,3,8.137176426040568,45,19848564
RAPHAEL PALLITSCH,601.2655174,13.361455942222223,40.852222222222224,0.9078271604938272,10.26361111111111,0.0,0.0,Raphael Pallitsch,AUT,Male,3:33.59,1500m,1,4.076623824916079,45,17172793
REBECCA BASSETT,823.901613,18.308924733333335,88.9486111111111,1.9766358024691355,0.0,0.0,4.608611111111111,Rebecca Bassett,CAN,Female,15:32.42,5000m,1,6.477614053010315,45,53421784
REBECCA MEHRA,2115.7027376,47.01561639111112,164.29333333333332,3.6509629629629625,0.0,0.0,15.232500000000002,Rebecca Mehra,USA,Female,4:12.56,1500m,1,4.659255681250482,45,26047857
REED FISCHER,4652.5375664,103.38972369777778,317.2894444444444,7.050876543209876,2.3730555555555553,0.0,16.115000000000002,Reed Fischer,USA,Male,1:01:58|2:10:14,Half|Full,2,4.091824385073634,45,22433281
REGAN YEE,3874.3573028,86.0968289511111,317.12916666666666,7.047314814814815,2.1825,0.0,0.4616666666666666,Regan Yee,CAN,Female,4:07.80|9:26.12|15:01.84,1500m|3000m Steeple|5000m,3,4.911201655626505,45,11328161
REMYO TIELSEMA,6284.43,120.85,413.76,7.96,2.68,0.0,0.0,Remyo Tielsema,NED,Male,2:12:42,Full,1,3.95,52,7075179
RICHARD RINGER,315.8490684,7.018868186666667,17.140555555555554,0.3809012345679012,7.073611111111111,0.0,0.0,Richard Ringer,GER,Male,1:02:01|2:09:18,Half|Full,2,3.2560910771181906,45,13557908
RILEY FLEMINGTON,3490.9159544,77.57591009777778,265.0233333333333,5.889407407407407,18.666666666666668,0.0,2.8925,Riley Flemington,CAN,Male,3:40.52,1500m,1,4.5550795859057125,45,54943881
ROB MCMANUS,469.6697856,10.437106346666669,41.84861111111111,0.9299691358024692,9.001944444444444,0.0,19.22861111111111,Rob Mcmanus,USA,Male,8:29.58,3000m Steeple,1,5.346131992414601,45,19061864
ROB NAPOLITANO,417.784664,9.284103644444444,28.344444444444445,0.6298765432098765,0.0,0.0,0.0,Rob Napolitano,PUR,Male,3:37.33,1500m,1,4.070677583959058,45,38389393
ROBIN OESTER,1005.3868848,22.34193077333333,81.38333333333334,1.8085185185185184,5.383333333333334,0.0,0.0,Robin Oester,SUI,Male,1:46.57,800m,1,4.85683677977495,45,47414877
ROBIN VAN RIEL,3358.43,64.59,269.45,5.18,64.9,0.0,0.0,Robin Van Riel,NED,Male,3:36.09,1500m,1,4.81,52,7320900
ROMAIN LEGENDRE,5600.905535,124.46456744444444,380.9830555555555,8.46629012345679,2.1402777777777775,0.0,0.6105555555555555,Romain Legendre,FRA,Male,3:38.40|13:16.53,1500m|5000m,2,4.081301352163107,45,39092505
ROMAIN MORNET,4055.0057178,90.11123817333332,316.15,7.025555555555555,20.33222222222222,0.0,4.501944444444444,Romain Mornet,FRA,Male,3:33.98,1500m,1,4.677921887195619,45,44368138
RORY LEONARD,4219.1583978,93.75907550666666,281.2863888888889,6.250808641975309,0.1836111111111111,0.0,0.0,Rory Leonard,GBR,Male,13:29.54|27:38.39,5000m|10000m,2,4.000130296633002,45,19686000
RORY LINKLETTER,5968.9133128,132.64251806222222,412.0469444444444,9.1565987654321,0.0,0.0,2.166666666666667,Rory Linkletter,CAN,Male,1:01:02|2:08:01,Half|Full,2,4.141929254299936,45,9351341
ROSE DAVIES,5026.934424,111.70965386666668,360.97777777777776,8.021728395061729,0.0,0.0,0.0,Rose Davies,AUS,Female,4:06.33|14:41.65,1500m|5000m,2,4.308523811900567,45,33721882
ROXANE CLEPPE,3398.362811,75.51917357777778,242.63805555555555,5.391956790123457,0.0,0.0,0.0,Roxane Cleppe,BEL,Female,1:10:39,Half,1,4.28391085442976,45,43853389
ROY HOORNWEG,1836.659275,40.81465055555555,139.83777777777777,3.107506172839506,27.004166666666663,0.0,0.0,Roy Hoornweg,NED,Male,2:13:00,Full,1,4.568221651599841,45,36474939
RUBEN VERHEYDEN,2707.1995612,60.15999024888889,186.42027777777776,4.142672839506173,66.43333333333334,0.0,0.0,Ruben Verheyden,BEL,Male,1:45.69|3:33.40,800m|1500m,2,4.13165576227734,45,33020384
RUKEN TEK,1357.1886088,30.15974686222222,94.53861111111112,2.100858024691358,0.0,0.0,0.0,Ruken Tek,TUR,Female,9:38.94,3000m Steeple,1,4.179460857457403,45,109555080
RYAN CLARKE,2546.61,48.97,259.91,5.0,0.0,0.0,0.0,Ryan Clarke,NED,Male,1:44.70,800m,1,6.12,52,4298711
RYAN ELSTON,578.4289828,12.853977395555557,42.569722222222225,0.9459938271604938,0.0,0.0,0.0,Ryan Elston,GBR,Male,1:47.44,800m,1,4.415725022922094,45,24411013
RYAN FORD,5408.8951796,120.19767065777778,372.615,8.280333333333333,0.0,0.0,0.0,Ryan Ford,USA,Male,13:30.68|27:40.80,5000m|10000m,2,4.133357970093505,45,30804228
RYOJI TATEZAWA,3687.0945004,81.93543334222223,257.35027777777776,5.718895061728395,0.0,0.0,0.0141666666666666,Ryoji Tatezawa,JPN,Male,3:36.68,1500m,1,4.187854871902937,45,114820846
RYU TAKAKU,370.4056944,8.231237653333334,19.335277777777776,0.4296728395061728,0.0,0.0,0.0,Ryu Takaku,JPN,Male,2:10:52,Full,1,3.132016284322724,45,59722793
RÉMI SCHYNS,1249.6203232,27.769340515555555,89.96722222222222,1.9992716049382715,4.9383333333333335,0.0,0.0,Rémi Schyns,BEL,Male,8:18.95,3000m Steeple,1,4.319738750335117,45,23384343
SADIE ENGELHARDT,65.1943634,1.4487636311111112,5.193888888888889,0.1154197530864197,0.0,0.0,0.0361111111111111,Sadie Engelhardt,USA,Female,4:08.86,1500m,1,4.780065592807572,45,47153030
SAGE HURTA-KLECKER,3729.1143678,82.86920817333333,284.03805555555556,6.311956790123457,6.667222222222222,0.0,0.0,Sage Hurta-Klecker,USA,Female,1:57.53|4:02.83,800m|1500m,2,4.570061857176955,45,59215429
SAID MECHAAL,370.7,7.13,28.48,0.55,0.0,0.0,0.0,Said Mechaal,ESP,Male,13:27.43,5000m,1,4.61,52,5797327
SALIM KEDDAR,279.49,6.210888888888889,18.0975,0.4021666666666667,0.0,0.0,0.0,Salim Keddar,ALG,Male,3:40.02,1500m,1,3.8851121685927934,45,99038751
SAM GILMAN,4213.9441362,93.64320302666668,300.77194444444444,6.683820987654321,1.8075,0.0,0.0,Sam Gilman,USA,Male,3:35.40,1500m,1,4.282523945118138,45,16448458
SAM MCENTEE,3860.94,74.25,276.16,5.31,2.59,0.0,0.0,Sam Mcentee,AUS,Male,13:25.62,5000m,1,4.29,52,1617780
SAM PARSONS,2517.8768036,55.95281785777778,177.5775,3.946166666666666,5.4366666666666665,0.0,5.315277777777778,Sam Parsons,GER,Male,3:38.65|13:19.70,1500m|5000m,2,4.231601000003748,45,54176296
SAMUEL AUSTIN,0.0,0.0,0.0,0.0,0.0,0.0,1.9166666666666667,Samuel Austin,USA,Male,1:46.80,800m,1,,45,8140136
SAMUEL BARATA,5631.4508082,125.14335129333334,383.19194444444446,8.515376543209877,12.7,0.0,0.0,Samuel Barata,POR,Male,27:48.62|1:02:01|2:13:23,10000m|Half|Full,3,4.082698659675502,45,13506056
SAMUEL CHAPPLE,2341.5897,52.03532666666667,178.5936111111111,3.968746913580247,35.46805555555556,0.0,0.0,Samuel Chapple,NED,Male,1:45.34|3:40.50,800m|1500m,2,4.576214469454946,45,29184441
SAMUEL TANNER,123.94,2.38,17.19,0.33,0.0,0.0,0.0,Samuel Tanner,NZL,Male,1:46.14|3:35.52,800m|1500m,2,8.32,52,3593920
SARAH BILLINGS,296.9715102,6.599366893333333,22.102777777777774,0.4911728395061728,0.0,0.0,0.0,Sarah Billings,AUS,Female,1:58.94|3:59.59,800m|1500m,2,4.465635999135202,45,42578650
SARAH CALVERT,2044.7952172,45.43989371555555,156.65305555555557,3.481179012345679,57.17388888888889,0.0,0.0,Sarah Calvert,GBR,Female,4:12.22,1500m,1,4.596637968570721,45,35983960
SARAH HEALY,558.5697272,12.412660604444444,53.06638888888889,1.179253086419753,0.7677777777777778,0.0,3.25,Sarah Healy,IRL,Female,2:00.86|3:57.46,800m|1500m,2,5.700243279015521,45,26914590
SARAH KLEIN,4624.5672372,102.76816082666666,320.08666666666664,7.113037037037037,0.0,0.0,0.0,Sarah Klein,AUS,Female,2:31:05,Full,1,4.152864260576308,45,55255852
SARAH MADELEINE,2720.7180172,60.46040038222222,208.25583333333333,4.627907407407407,1.8166666666666669,0.0,0.0,Sarah Madeleine,FRA,Female,15:02.56,5000m,1,4.592666318599039,45,48797626
SARAH MCDONALD,534.5100942,11.878002093333334,48.14472222222222,1.069882716049383,0.0,0.0,0.0,Sarah Mcdonald,GBR,Female,4:05.32,1500m,1,5.404356932972087,45,41804724
SARAH SELLERS,2652.5302814,58.94511736444445,204.98,4.555111111111111,35.174166666666665,0.0,45.62222222222222,Sarah Sellers,USA,Female,2:30:17,Full,1,4.636629442552007,45,44215632
SAVANNAH BERRY,2879.0770732,63.979490515555554,219.90694444444443,4.886820987654321,9.345833333333331,0.0,0.0,Savannah Berry,USA,Female,2:29:17,Full,1,4.5828633034827035,45,23078070
SAVANNAH SHAW,2067.68,45.94844444444444,153.92138888888888,3.4204753086419752,0.0,0.0,3.410555555555556,Savannah Shaw,USA,Female,15:29.61,5000m,1,4.466495460290439,45,132478746
SCOTT BEATTIE,5706.4621455999995,126.81026990222222,390.1908333333334,8.670907407407407,0.0,0.0,0.0,Scott Beattie,GBR,Male,3:39.71|13:19.41,1500m|5000m,2,4.102620748663256,45,18931477
SEAN DOLAN,2949.517885,65.54484188888888,210.5125,4.678055555555555,1.6730555555555555,0.0,0.0,Sean Dolan,USA,Male,1:45.83,800m,1,4.28231002233777,45,40390930
SEAN DONOGHUE,5116.0274864,113.6894996977778,362.8225,8.062722222222222,0.0,0.0,1.0,Sean Donoghue,IRL,Male,3:39.96,1500m,1,4.255127646962362,45,28707348
SEBASTIAN FERNANDEZ,14.6771808,0.3261595733333333,1.0975,0.0243888888888888,0.0,0.0,0.0,Sebastian Fernandez,USA,Male,1:46.32,800m,1,4.48655643732344,45,68982579
SEBASTIAN HENDEL,5257.1183242,116.82485164888888,343.3038888888889,7.628975308641975,13.255833333333332,0.0,0.0,Sebastian Hendel,GER,Male,2:07:33,Full,1,3.91816049460288,45,42139655
SHANE BRACKEN,1975.1751688,43.89278152888889,145.79305555555555,3.2398456790123458,0.0,0.0,0.0,Shane Bracken,IRL,Male,3:36.94,1500m,1,4.428763317558235,45,26985879
SHANE COHEN,2723.727483,60.5272774,188.47083333333333,4.18824074074074,6.508055555555556,0.0,0.0,Shane Cohen,USA,Male,1:44.65,800m,1,4.151755295116652,45,50765671
SHANE STREICH,3711.0092928,82.46687317333333,272.8488888888889,6.063308641975309,0.0,0.0,4.883333333333334,Shane Streich,USA,Male,1:46.91|3:40.20,800m|1500m,2,4.411450374186822,45,61783860
SHEILA CHEPKIRUI,14.162192,0.3147153777777778,2.053055555555556,0.0456234567901234,0.0,0.0,0.0,Sheila Chepkirui,KEN,Female,1:06:47|2:19:31,Half|Full,2,8.698041470793035,45,70760138
SHOGO NAKAMURA,1280.7449588,28.46099908444444,150.93333333333334,3.354074074074074,0.0,0.0,0.0,Shogo Nakamura,JPN,Male,28:16.20,10000m,1,7.070884751703463,45,32294430
SHUHEI YAMAMOTO,2030.8744262,45.130542804444445,170.15472222222223,3.781216049382716,107.87666666666668,0.0,1.8333333333333333,Shuhei Yamamoto,JPN,Male,1:02:09,Half,1,5.027038206609396,45,42631475
SIGURD TVEIT,2793.5406522,62.078681159999995,224.91361111111112,4.99808024691358,4.133333333333333,0.0,0.0,Sigurd Tveit,NOR,Male,1:46.70|3:38.73,800m|1500m,2,4.830721420158708,45,21295355
SILAS TOO,358.3678312,7.963729582222222,32.785833333333336,0.7285740740740742,0.0,0.0,0.0,Silas Too,KEN,Male,2:08:38,Full,1,5.489192468567754,45,31658147
SILKE JONKMAN,2155.0028204,47.88895156444445,158.1225,3.513833333333334,15.6,0.0,9.183333333333334,Silke Jonkman,NED,Female,32:38.73,10000m,1,4.402476836776951,45,23254495
SILVIA OGGIONI,1418.1825948,31.515168773333336,107.09305555555557,2.3798456790123454,10.756666666666668,0.0,0.0,Silvia Oggioni,ITA,Female,9:56.74,3000m Steeple,1,4.530857561567736,45,36042703
SIMON DEBOGNIES,437.418612,9.7204136,26.685555555555556,0.5930123456790124,0.0,0.0,0.0,Simon Debognies,BEL,Male,1:01:25,Half,1,3.660414279155853,45,40701290
SIMON MWANGI,255.9816204,5.688480453333333,33.806666666666665,0.7512592592592592,0.0,0.0,1.6177777777777778,Simon Mwangi,KEN,Male,1:00:43,Half,1,7.924006406516208,45,37868862
SONDRE NORDSTAD MOEN,42.3739222,0.9416427155555556,2.183333333333333,0.0485185185185185,0.0,0.0,0.0,Sondre Nordstad Moen,NOR,Male,1:00:11|2:11:39,Half|Full,2,3.0915240600503107,45,14983457
SOPHIE NOVAK,3251.1242944,72.24720654222223,248.9813888888889,5.53291975308642,0.0,0.0,0.0,Sophie Novak,USA,Female,9:40.54,3000m Steeple,1,4.594989911356289,45,124968948
SOPHIE O'SULLIVAN,3511.3867592,78.03081687111111,258.33472222222224,5.740771604938272,44.26277777777778,0.0,0.3802777777777777,Sophie O'Sullivan,IRL,Female,2:00.28|4:00.23,800m|1500m,2,4.414234146301993,45,10444014
STAN NIESTEN,2693.5845448,59.857434328888885,172.90972222222223,3.8424382716049386,116.2538888888889,0.0,0.0,Stan Niesten,NED,Male,1:02:09|2:10:10,Half|Full,2,3.8515900135236527,45,11157470
